Open Time,Open,High,Low,Close,Volume,SMA_20,EMA_12,BB_High,BB_Low,RSI_14,MACD,MACD_Signal
2024-12-16,104463.99,107793.07,103333.0,106058.66,41302.40274,98941.58,100934.9002671488,104908.30103718095,92974.85896281905,74.47696594102925,3673.4161011110555,3595.574606502333
2024-12-17,106058.65,108353.0,105321.49,106133.74,29064.936466,99455.1115,101734.72176451053,106041.9285667855,92868.2944332145,74.6423946798148,3816.033462623731,3639.666377726613
2024-12-18,106133.74,106524.98,100000.0,100204.01,50307.99755,99683.113,101499.22764689352,106025.62931222722,93340.59668777278,46.92543750116169,3411.2562562575913,3593.984353432809
2024-12-19,100204.01,102800.11,95700.0,97461.86,55147.398,99683.20599999999,100878.09416275605,106025.58511310033,93340.82688689965,39.16535632330385,2836.5013936487085,3442.487761475989
2024-12-20,97461.86,98233.0,92232.54,97805.44,62884.1357,99753.0785,100405.37813771666,105973.14353345355,93533.01346654646,40.58582793286106,2381.2781663209753,3230.2458424449865
2024-12-21,97805.44,99540.61,96398.39,97291.99,23483.54143,99758.41900000001,99926.3953472987,105969.37750432435,93547.46049567567,39.01499035179776,1956.5257441545546,2975.5018227869004
2024-12-22,97292.0,97448.08,94250.35,95186.27,19353.83036,99725.7015,99197.14529386815,106029.75224626013,93421.65075373986,32.97551949651174,1433.4682539198548,2667.0951090134913
2024-12-23,95186.28,96538.92,92520.0,94881.47,32810.76703,99677.2905,98533.19524865766,106120.0139562199,93234.5670437801,32.14445318922586,983.015026483321,2330.2790925074573
2024-12-24,94881.47,99487.99,93569.02,98663.58,23674.22488,99681.1035,98553.25444117187,106121.20057005723,93241.00642994276,50.13690539342997,920.6001613808185,2048.3433062821296
2024-12-25,98663.58,99569.15,97632.02,99429.6,14474.1651,99805.302,98688.07683483773,106117.8204261805,93492.7835738195,53.04646436057813,922.3154646608309,1823.1377379578698
2024-12-26,99429.61,99963.7,95199.14,95791.6,21192.36727,99607.84,98242.46501409347,106170.94734734384,93044.73265265615,40.19415140981678,622.9378194852179,1583.0977542633395
2024-12-27,95791.6,97544.58,93500.01,94299.03,26501.26429,99331.19200000001,97635.78270423293,106307.93281390784,92354.45118609218,36.058427379069194,262.2182647808513,1318.9218563668421
2024-12-28,94299.03,95733.99,94135.66,95300.0,8385.8929,99040.7125,97276.43151896633,106187.3874945939,91894.03750540609,40.77400917238342,56.46444539960066,1066.4303741733938
2024-12-29,95300.0,95340.0,93009.52,93738.2,13576.00578,98863.799,96732.08820835612,106360.9450676206,91366.6529323794,35.99491697638781,-229.97019309457392,807.1502607198003
2024-12-30,93738.19,95024.5,91530.45,92792.05,27619.4225,98673.7515,96125.92848399363,106594.03117052547,90753.47182947453,33.26916476926101,-527.2404062384885,540.2721273281426
2024-12-31,92792.05,96250.0,92033.73,93576.0,19612.03389,98296.3015,95733.63179414844,106441.05148975106,90151.55151024894,37.77413974644494,-691.5986597701849,293.8979699084771
2025-01-01,93576.0,95151.15,92888.0,94591.79,10373.32613,98025.6765,95557.96382581792,106290.27375263014,89761.07924736987,43.47892989429569,-731.456224106747,88.82713110543227
2025-01-02,94591.78,97839.5,94392.0,96984.79,21970.48948,97803.7035,95777.47554492285,105921.12659927769,89686.28040072232,54.754340357307846,-563.4533901925752,-41.62897315416923
2025-01-03,96984.79,98976.91,96100.01,98174.18,15253.82936,97641.4125,96146.19930724241,105582.27993913088,89700.54506086913,59.39932929302176,-330.52600304965745,-99.40837913326686
2025-01-04,98174.17,98778.43,97514.79,98220.5,8990.05651,97329.23799999998,96465.32249074358,104603.72484720028,90054.75115279968,59.58576722324434,-140.57131508241582,-107.64096632309666
2025-01-05,98220.51,98836.85,97276.79,98363.61,8095.63723,96944.4855,96757.36672293687,102984.13836529656,90904.83263470343,60.236695107111615,21.27171754243318,-81.85842954999069
2025-01-06,98363.61,102480.0,97920.0,102235.6,25263.43375,96749.5785,97600.17184248506,101692.65236991801,91806.504630082,73.54083542930492,456.7060967494617,25.854475709899802
2025-01-07,102235.6,102724.38,96181.81,96954.61,32059.87537,96587.1085,97500.8546359489,101258.23847726212,91915.97852273789,48.17477344273089,371.37820471223677,94.9592215103672
2025-01-08,96954.6,97268.65,92500.9,95060.61,33704.67894,96467.046,97125.43238426445,101166.85831230825,91767.23368769175,42.157352954668255,149.20531830457912,105.80844086920959
2025-01-09,95060.61,95382.32,91203.67,92552.49,34544.83685,96204.3985,96421.9027866853,101168.9442926479,91239.8527073521,35.40086774496051,-226.64005216644728,39.318742262078224
2025-01-10,92552.49,95836.0,92206.02,94726.11,31482.86424,96076.10449999999,96161.01158873372,101054.90567708132,91097.30332291865,44.32367080377061,-345.12881761050085,-37.570769712437595
2025-01-11,94726.1,95050.94,93831.73,94599.99,7047.9043,96046.7905,95920.85442123622,101054.47118769535,91039.10981230465,43.917544683418285,-444.0896587121242,-118.87454751237493
2025-01-12,94599.99,95450.1,93711.19,94545.06,8606.86622,96029.97,95709.19374104604,101056.35673035371,91003.58326964629,43.716245689869865,-520.9441107579769,-199.28846016149532
2025-01-13,94545.07,95940.0,89256.69,94536.1,42619.56423,95823.59599999999,95528.71778088511,100732.24826034904,90914.94373965095,43.678565053274255,-575.9357856000861,-274.6179252492135
2025-01-14,94536.11,97371.0,94346.22,96560.86,27846.61753,95680.159,95687.50889151817,100304.56628970675,91055.75171029325,54.01372214149373,-450.9377441162651,-309.8818890226238
2025-01-15,96560.85,100681.94,96500.0,100497.35,30509.99179,95915.44649999999,96427.48444666923,101017.87387055642,90813.01912944356,67.42371252560261,-33.84391965896066,-254.67429514989118
2025-01-16,100497.35,100866.66,97335.13,99987.3,27832.85317,96199.86,96975.14837795089,101550.99371038345,90848.72628961655,64.60706983053187,252.63692764700681,-153.2120505905116
2025-01-17,99987.3,105865.22,99950.77,104077.48,39171.85292,96638.734,98067.81478134306,103019.78230560472,90257.68569439527,74.47395709901664,800.4908458764985,37.528528702890426
2025-01-18,104077.47,104988.88,102277.55,104556.23,24307.82998,97179.6355,99066.03250729028,104314.89413203295,90044.37686796706,75.40016835578919,1258.7896040805063,281.7807437784136
2025-01-19,104556.23,106422.43,99651.6,101331.57,43397.28298,97606.6115,99414.57673693793,104657.89855346853,90555.32444653146,58.814468941599955,1346.2725672992528,494.67910848258146
2025-01-20,101331.57,109588.0,99550.0,102260.01,89529.231732,98040.812,99852.33570048594,105116.50456906052,90965.11943093949,61.61921259653169,1473.5348026723514,690.4502473205355
2025-01-21,102260.0,107240.81,100119.04,106143.82,45941.02002,98618.4135,100820.25636194965,106363.0386156169,90873.7883843831,71.11404451427154,1866.2688639740954,925.6139706512474
2025-01-22,106143.82,106394.46,103339.12,103706.66,22248.69254,98954.50700000001,101264.31846011124,106978.99106279871,90930.02293720131,60.31104773316826,1958.2811471709138,1132.1474059551808
2025-01-23,103706.66,106850.0,101262.28,103910.34,53953.12031,99241.31499999999,101671.39869701721,107553.2573301239,90929.37266987607,60.884048259002206,2024.301925776177,1310.5783099193802
2025-01-24,103910.35,107120.0,102750.0,104870.5,23609.24017,99573.81499999999,102163.56812824533,108238.37519076014,90909.25480923984,63.73211854984402,2129.552599318442,1474.3731677991927
2025-01-25,104870.51,105286.52,104106.09,104746.85,9068.32377,99892.977,102560.99610851528,108835.63376991046,90950.32023008954,63.04996822237518,2177.881729879271,1615.0748802152084
2025-01-26,104746.86,105500.0,102520.44,102620.0,9812.51238,99912.197,102570.07363028216,108877.6764893398,90946.7175106602,52.00304871717815,2021.2640204340132,1696.3127082589695
2025-01-27,102620.01,103260.0,97777.77,102082.83,50758.1341,100168.60800000001,102495.11307177722,109071.04470357044,91266.17129642957,49.47677448755316,1832.6723219178239,1723.5846309907406
2025-01-28,102082.83,103800.0,100272.68,101335.52,22022.05765,100482.3535,102316.71413765765,109063.29770963904,91901.40929036096,45.89763254771199,1604.415665565626,1699.7508379057178
2025-01-29,101335.52,104782.68,101328.01,103733.24,23155.35802,101041.391,102534.64119340263,108871.02345950015,93211.75854049985,57.326047297285726,1598.5692747989087,1679.5145252843563
2025-01-30,103733.25,106457.44,103278.54,104722.94,19374.07472,101541.23250000001,102871.30254826376,108937.73429860397,94144.73070139605,61.226848652816294,1654.7218828899495,1674.5559968054752
2025-01-31,104722.94,106012.0,101560.0,102429.56,21983.18193,101932.71100000001,102803.34215622318,108572.42095805619,95293.00104194383,49.201678294688065,1496.9111697659537,1639.027031397571
2025-02-01,102429.56,102783.71,100279.51,100635.65,12290.95747,102237.2405,102469.85105526577,107943.33180050903,96531.14919949097,41.79322202547543,1213.107549286855,1553.8431349754278
2025-02-02,100635.66,101456.6,96150.0,97700.59,34619.49939,102395.465,101736.11858522487,107325.08445956741,97465.84554043258,32.542710193804425,742.7938574666186,1391.633279473666
2025-02-03,97700.59,102500.01,91231.0,101328.52,75164.7385,102633.84800000001,101673.41111057489,106773.2524857713,98494.44351422873,48.72826936037091,655.2571033913118,1244.3580442571952
2025-02-04,101328.51,101732.31,96150.0,97763.13,40267.98697,102497.137,101071.82940125567,107089.46818856602,97904.80581143398,38.30601169696445,294.7882834931079,1054.444092104378
2025-02-05,97763.14,99149.0,96155.0,96612.43,26233.30444,102328.39349999999,100385.76795490865,107518.18428017494,97138.60271982504,35.4800394623698,-82.78345042707224,826.998583598088
2025-02-06,96612.44,99120.0,95676.64,96554.35,23515.20405,101952.237,99796.31903876885,107671.76145814959,96232.7125418504,35.328252137744414,-382.2915217271948,585.1405625330315
2025-02-07,96554.35,100137.99,95620.34,96506.8,31794.22065,101549.76550000001,99290.23918665056,107619.8630200818,95479.66797991822,35.18605403638644,-616.3854064013431,344.83536874615663
2025-02-08,96506.8,96880.0,95688.0,96444.74,10147.24294,101305.424,98852.47008101201,107791.66075254281,94819.18724745719,34.9740584425481,-797.7186162582657,116.32457174527218
2025-02-09,96444.75,97323.09,94713.0,96462.75,14120.91613,101015.561,98484.82083777939,107831.92467190133,94199.19732809867,35.104981902927946,-929.2612893227197,-92.79260046832621
2025-02-10,96462.75,98345.0,95256.0,97430.82,20572.87537,100579.91100000001,98322.66686273641,107124.55725439721,94035.2647456028,42.30907452272274,-944.5069586544269,-263.13547210554634
2025-02-11,97430.82,98478.42,94876.88,95778.2,18647.76379,100183.488,97931.21042231542,106889.19208638275,93477.78391361724,34.7175191684544,-1077.520893787223,-426.01255644188166
2025-02-12,95778.21,98119.99,94088.23,97869.99,29151.16625,99881.47050000001,97921.79189580535,106422.50333985184,93340.43766014818,48.27281665751538,-1002.5882116971043,-541.3276874929262
2025-02-13,97870.0,98083.91,95217.36,96608.14,19921.77616,99468.35250000001,97719.69160414298,105719.92447879865,93216.78052120136,42.17707666087273,-1033.1151620629826,-639.6851824069375
2025-02-14,96608.13,98826.0,96252.82,97500.48,18173.02646,99106.034,97685.96674196713,104892.12831743824,93319.93968256176,47.578449908731024,-974.0750785939454,-706.5631616443391
2025-02-15,97500.47,97972.26,97223.58,97569.66,7349.37683,98853.517,97668.07339704911,104430.95098275255,93276.08301724747,48.012858282635484,-911.1993997667014,-747.4904092688115
2025-02-16,97569.67,97704.47,96046.18,96118.12,8191.4249,98555.2815,97429.61902827233,104042.81670987642,93067.74629012357,39.98989275342847,-967.3461539645359,-791.4615582079564
2025-02-17,96118.12,97046.59,95205.0,95780.0,16492.0451,98277.5055,97175.83148546121,103734.82745537818,92820.18354462182,38.271044870422955,-1027.2844240173727,-838.6261313698396
2025-02-18,95780.01,96753.91,93388.09,95671.74,23368.19471,97874.43049999999,96944.43279539025,102800.02017212317,92948.8408278768,37.6728255055894,-1071.173787460284,-885.1356625879286
2025-02-19,95671.74,96899.99,95029.99,96644.37,16438.50954,97470.50200000001,96898.26928840714,101214.67955668515,93726.32444331486,46.36392432049726,-1015.7642142322438,-911.2613729167917
2025-02-20,96644.37,98711.36,96415.09,98305.0,17057.39177,97264.274,97114.68939788298,100232.28387340138,94296.26412659863,57.92283368296715,-828.3045860423881,-894.6700155419111
2025-02-21,98305.01,99475.0,94871.95,96181.98,32249.2814,97041.5905,96971.19564436251,99582.06570364138,94501.11529635864,43.95089430349842,-841.3528592720832,-884.0065842879455
2025-02-22,96181.99,96980.0,95770.49,96551.01,11268.17708,96984.1115,96906.55169907596,99513.80380139138,94454.41919860862,46.53739445218079,-812.5495079930988,-869.7151690289762
2025-02-23,96551.01,96650.0,95227.94,96258.0,10884.84913,96730.5855,96806.77451460274,98235.99497083685,95225.17602916315,44.64970274430266,-804.0969734241662,-856.5915299080143
2025-02-24,96258.0,96500.0,91349.26,91552.88,31550.10299,96420.073,95998.4830508177,99118.17563949087,93721.97036050913,25.491353952449387,-1163.6483269849996,-918.0028893234114
2025-02-25,91552.88,92540.69,86050.99,88680.4,78333.11111,96023.47150000001,94872.62411992266,100407.61834104513,91639.3246589549,19.574776732533266,-1661.2308595242794,-1066.648483363585
2025-02-26,88680.39,89414.15,82256.01,84250.09,56893.54409,95408.2585,93238.38810147303,102245.60903324436,88570.90796675564,13.852854828661577,-2385.558360977855,-1330.430458886439
2025-02-27,84250.09,87078.46,82716.49,84708.58,42505.45439,94818.3475,91926.10993201564,103132.89907902657,86503.79592097344,16.75841005249991,-2889.2908665499854,-1642.2025404191486
2025-02-28,84708.57,85120.0,78258.52,84349.94,83648.03969,94213.6075,90760.54532709016,103706.0320860791,84721.1829139209,16.263331045364993,-3279.6361530631984,-1969.6892629479587
2025-03-01,84349.95,86558.0,83824.78,86064.53,25785.05464,93693.69649999999,90038.08143061475,103787.43363733501,83599.95936266497,27.997184146603516,-3411.311051008728,-2258.013620560113
2025-03-02,86064.54,95000.0,85050.6,94270.0,54889.09045,93535.6555,90689.1458259048,103480.90836550975,83590.40263449024,59.407073678661604,-2821.032397820658,-2370.617376012222
2025-03-03,94269.99,94416.46,85117.11,86220.61,59171.10218,93057.776,90001.6787757656,103457.4396348146,82658.1123651854,39.76990422545544,-2968.5314313876006,-2490.2001870872978
2025-03-04,86221.16,88967.52,81500.0,87281.98,55609.10706,92528.3755,89583.26357949397,102974.46654146186,82082.28445853812,42.65391100466176,-2965.5962419441785,-2585.279398058674
2025-03-05,87281.98,91000.0,86334.53,90606.01,38264.01163,92228.269,89740.60918264874,102524.65179084566,81931.88620915434,51.11297591910611,-2664.3358372014045,-2601.09068588722
2025-03-06,90606.0,92810.64,87836.0,89931.89,34342.44902,91849.8395,89770.03700070278,101883.32646471681,81816.3525352832,49.40755304724973,-2451.71875841773,-2571.216300393322
2025-03-07,89931.88,91283.02,84667.03,86801.75,57980.35713,91311.44399999999,89313.37746213312,101207.28102954042,81415.60697045956,41.91478021049354,-2506.8963889043807,-2558.352318095534
2025-03-08,86801.74,86897.25,85218.47,86222.45,12989.23054,90816.6605,88837.85016026648,100690.10778869921,80943.21321130078,40.5999713552422,-2567.7700721756555,-2560.2358689115586
2025-03-09,86222.46,86500.0,80000.0,80734.37,26115.39345,90064.379,87591.16090484086,100615.03734914896,79513.72065085104,30.233185140946674,-3023.9963474203832,-2652.9879646133236
2025-03-10,80734.48,84123.46,77459.91,78595.86,47633.38405,89210.58499999999,86207.26845794226,100582.36916666295,77838.80083333704,27.119730496622296,-3517.5704793366604,-2825.9044675579908
2025-03-11,78595.86,83617.4,76606.0,82932.99,48770.06853,88525.01599999999,85703.53331056653,99660.59151146794,77389.44048853204,41.27244172583859,-3518.2057054324687,-2964.3647151328864
2025-03-12,82932.99,84539.85,80607.65,83680.12,31933.986,87793.772,85392.23895509477,98116.31272992911,77471.23127007089,43.454998441886204,-3419.0097634228296,-3055.2937247908753
2025-03-13,83680.12,84336.33,79939.9,81115.78,27546.27412,87040.462,84734.32219277251,96977.310472161,77103.613527839,37.87981925757615,-3506.891805854888,-3145.613341003678
2025-03-14,81115.78,85309.71,80818.84,83983.2,26858.52755,86412.07149999999,84618.76493234598,95356.55976073243,77467.58323926755,46.70230784804918,-3307.0406219386496,-3177.8987971906727
2025-03-15,83983.19,84676.28,83618.0,84338.44,11324.7332,85816.09349999999,84575.63801967737,93497.54385251613,78134.64314748385,47.76282221914851,-3084.4367528083967,-3159.2063883142177
2025-03-16,84338.44,85117.04,81981.12,82574.53,17596.12531,85367.176,84267.77524741931,92677.42408929055,78056.92791070946,42.87500653132032,-3015.5925048823265,-3130.4836116278398
2025-03-17,82574.52,84756.83,82456.0,84010.03,17214.74358,85133.6575,84228.12213243172,92295.1404109389,77972.1745890611,47.88315966403562,-2812.776156736465,-3066.942120649565
2025-03-18,84010.02,84021.74,81134.66,82715.03,17610.89883,85056.9045,83995.33872744221,92290.79731593328,77823.01168406673,43.87890495185958,-2725.1248736394336,-2998.5786712475388
2025-03-19,82715.03,87000.0,82547.16,86845.94,28151.05374,85163.77249999999,84433.89276937419,92439.03162316143,77888.51337683856,57.08726644565,-2295.8653797754814,-2858.0360129531277
2025-03-20,86845.93,87453.67,83655.23,84223.39,22090.30463,85157.445,84401.50772793201,92435.90381433061,77878.9861856694,48.692463472685375,-2142.5935212806507,-2714.9475146186323
2025-03-21,84223.38,84850.33,83175.25,84088.79,11956.97443,85058.658,84353.39730825016,92338.91053705967,77778.40546294033,48.27208880088761,-2008.8290336134232,-2573.723818417591
2025-03-22,84088.79,84539.17,83625.1,83840.59,5420.22114,84537.1875,84274.50387621167,90394.36670846284,78680.00829153716,47.40138498195983,-1900.9345884768263,-2439.1659724294377
2025-03-23,83840.59,86129.64,83809.75,86082.5,8461.97813,84530.28199999999,84552.65712602527,90379.4246276044,78681.13937239558,55.72476197841663,-1615.8970079455612,-2274.5121795326627
2025-03-24,86082.5,88765.43,85519.09,87498.16,30115.62111,84541.09099999999,85005.81141432907,90412.40128630504,78669.78071369493,60.30180232439816,-1261.232043051321,-2071.8561522363943
2025-03-25,87498.16,88539.63,86310.0,87392.87,22643.25248,84380.434,85373.05119673998,89703.20610772417,79057.66189227582,59.77153566528648,-977.3868193529779,-1852.9622856597111
2025-03-26,87392.88,88275.0,85860.0,86909.17,18408.78485,84229.298,85609.37716647229,89034.89865918663,79423.69734081336,57.10952702622239,-782.4484039841482,-1638.8595093245985
2025-03-27,86909.17,87756.39,85800.0,87232.01,17098.03897,84250.811,85859.01298701501,89108.47023558903,79393.15176441097,58.53182036407264,-595.0484671113227,-1430.0973008819435
2025-03-28,87232.01,87515.67,83585.0,84424.38,27182.73169,84160.9075,85638.30021978194,88930.6844118843,79391.1305881157,43.91780880778541,-665.4144599646534,-1277.1607326984854
2025-03-29,84424.38,84624.73,81644.81,82648.54,11696.39864,84256.616,85178.33710904626,88808.74817538055,79704.48382461944,37.148681446439575,-854.6238907191,-1192.6533643026085
2025-03-30,82648.53,83534.64,81565.0,82389.99,9864.49508,84446.32250000001,84749.36063073146,88261.7875095199,80630.85749048012,36.21107190687436,-1013.7506653475721,-1156.8728245116013
2025-03-31,82390.0,83943.08,81278.52,82550.01,20569.13885,84427.17349999999,84410.99899523432,88278.29541562311,80576.05158437687,37.340460618335584,-1114.104797431457,-1148.3192190955724
2025-04-01,82550.0,85579.46,82432.74,85158.34,20190.39697,84501.0845,84525.97453442904,88348.57647442902,80653.59252557097,52.9933256892458,-971.9615698911075,-1113.0476892546794
2025-04-02,85158.35,88500.0,82320.0,82516.29,39931.457,84571.11,84216.79229836304,88204.18105352047,80938.03894647953,41.01756900944618,-1060.2811315630242,-1102.4943777163485
2025-04-03,82516.28,83998.02,81211.24,83213.09,27337.84135,84532.6045,84062.37656015334,88207.98924209035,80857.21975790965,44.81277507132285,-1061.8092082967196,-1094.3573438324229
2025-04-04,83213.09,84720.0,81659.0,83889.87,32915.53976,84510.176,84035.8370893605,88196.0094426641,80824.34255733591,48.52469741446905,-996.9178814265906,-1074.8694513512564
2025-04-05,83889.87,84266.0,82379.95,83537.99,9360.40468,84558.349,83959.24522945889,88161.9292727796,80954.7687272204,46.642616859215636,-962.7864101587911,-1052.4528431127635
2025-04-06,83537.99,83817.63,77153.83,78430.0,27942.71436,84279.3475,83108.59211723444,88807.19530328733,79751.49969671268,28.274268390641907,-1332.5482898189803,-1108.471932454007
2025-04-07,78430.0,81243.58,74508.0,79163.24,78387.53089,84101.758,82501.61486842914,89138.01357055576,79065.50242944424,32.666283303496726,-1548.5699529166159,-1196.4915365465288
2025-04-08,79163.24,80867.99,76239.9,76322.42,35317.32063,83575.58200000001,81550.96950405544,89521.45583735687,77629.70816264315,25.646008964556074,-1926.7882934869413,-1342.5508879346112
2025-04-09,76322.42,83588.0,74620.0,82615.22,75488.28772,83495.1735,81714.70034958537,89447.65292952955,77542.69407047046,52.00773042746085,-1699.1657592501724,-1413.8738621977234
2025-04-10,82615.22,82753.21,78464.36,79607.3,33284.80718,83271.099,81390.48491118761,89462.11194538334,77080.08605461667,43.5013880977112,-1741.4133377341932,-1479.3817573050173
2025-04-11,79607.3,84300.0,78969.58,83423.84,34435.43797,83250.2615,81703.3087710049,89436.00694566047,77064.51605433952,54.416619112166615,-1450.2147928115883,-1473.5483644063315
2025-04-12,83423.83,85905.0,82792.95,85276.9,18470.74437,83209.9815,82253.09203700416,89328.19608362726,77091.76691637273,58.86844205474378,-1057.718670233342,-1390.3824255717336
